application_id,client_id,employment_type,hash_id,region_coefficient_extended,age,incoming_amount,internal_decision_code,monthly_income,application_date,education,requested_product,channel,loan_amount,marketing_segment,post_loan_collection_score,region_coefficient,region,interest_rate,months_at_job,dependents,days_until_first_overdue,loan_term_months,siberia_northern_score,target
102843,2843,employee,55238162.0,0.0,22.0,83800.07,,83800.07,2025-06-08,bachelor,pos,,72859.94,segment_050,664.58,1.0,north,0.2092,16.0,0.0,,12.0,0.563753,0
102538,2538,contractor,47135682.0,0.0,26.0,50037.65,manual_review_bad,50037.65,2025-10-04,school,refinance,,58889.49,segment_016,135.2,1.0,north,0.1681,6.0,1.0,60.0,12.0,0.09751,0
106119,6119,business,11464608.0,0.0,47.0,49582.74,manual_review_bad,49582.74,2025-05-15,school,pos,call_center,89240.71,segment_130,524.8,1.0,north,0.4041,144.0,1.0,999.0,36.0,0.356315,0
106772,6772,employee,22379122.0,0.0,25.0,28544.37,approved_manual,28544.37,2025-08-05,bachelor,cash,web,100889.84,segment_014,559.52,1.0,south,0.2818,57.0,0.0,999.0,24.0,0.807231,0
102541,2541,employee,81398260.0,,62.0,45941.62,approved_manual,45941.62,2025-03-14,school,refinance,partner,96890.27,segment_070,595.53,1.0,ural,0.285,264.0,0.0,,18.0,,0
103910,3910,employee,93001681.0,0.0,65.0,25798.0,approved_auto,25798.0,2025-04-04,bachelor,refinance,office,65622.0,segment_012,535.28,1.0,center,0.2247,318.0,1.0,1001.0,18.0,0.127223,0
105188,5188,contractor,55660243.0,0.0,52.0,52704.13,approved_auto,52704.13,2025-10-24,school,card,web,130435.7,,333.5,1.0,,0.203,210.0,3.0,180.0,12.0,0.357133,0
102458,2458,employee,20569044.0,0.0,49.0,23999.77,approved_auto,23999.77,2025-03-14,college,cash,partner,20000.0,segment_106,431.29,1.0,center,0.3822,32.0,0.0,,36.0,0.889972,0
102579,2579,employee,47601567.0,0.0,43.0,27758.31,approved_auto,27758.31,2025-11-10,college,cash,mobile,43056.17,segment_082,297.62,1.0,west,0.3533,199.0,0.0,1001.0,36.0,0.818462,0
107581,7581,employee,31716733.0,0.0,54.0,24845.13,approved_auto,24845.13,,master,card,office,64104.57,segment_059,287.44,1.0,west,0.1682,91.0,1.0,999.0,12.0,0.909974,0
103456,3456,,30272963.0,0.0,44.0,86501.08,,86501.08,2025-03-08,college,card,partner,81340.4,segment_078,333.15,1.0,center,0.2292,8.0,1.0,730.0,12.0,0.073733,0
107838,7838,self_employed,66496732.0,0.0,64.0,57300.82,late_flag,57300.82,2025-02-09,master,refinance,mobile,58762.13,segment_114,259.28,1.0,west,,261.0,1.0,999.0,12.0,0.780575,0
102759,2759,unemployed,12880565.0,0.0,43.0,18000.0,approved_auto,18000.0,,bachelor,cash,mobile,36646.34,segment_105,500.17,1.0,center,0.48,38.0,1.0,999.0,48.0,0.964712,0
106578,6578,employee,22233084.0,0.0,27.0,50890.51,late_flag,50890.51,,bachelor,card,web,43165.52,,692.6,1.0,,0.1833,43.0,0.0,999.0,9.0,,1
105930,5930,contractor,35061870.0,0.0,23.0,18000.0,approved_auto,18000.0,,school,refinance,office,42497.69,segment_131,414.46,1.0,south,0.244,18.0,1.0,1000.0,18.0,0.406778,0
100559,559,self_employed,77252532.0,0.0,48.0,59416.96,approved_auto,59416.96,2025-04-20,bachelor,cash,web,72771.59,segment_049,202.99,1.0,west,0.2282,71.0,0.0,,12.0,0.178914,0
100321,321,employee,17572526.0,,43.0,27160.24,late_flag,27160.24,2025-01-23,school,refinance,mobile,70547.65,segment_076,875.4,1.0,north,0.1469,221.0,1.0,28.0,9.0,0.280134,1
103040,3040,unemployed,65025790.0,0.0,44.0,23049.09,manual_review_bad,23049.09,2025-12-24,college,cash,,129954.93,segment_034,762.9,1.0,east,0.4546,27.0,0.0,51.0,36.0,0.856379,1
101372,1372,contractor,52256807.0,0.0,57.0,52233.69,late_flag,,2025-08-26,master,cash,web,92357.93,segment_055,,1.0,center,0.1715,58.0,1.0,,9.0,0.065136,1
108656,8656,self_employed,,,34.0,42288.96,late_flag,42288.96,2025-03-17,bachelor,cash,partner,104628.68,segment_042,495.46,1.0,ural,0.1726,85.0,1.0,98.0,9.0,0.769689,1
100908,908,business,42797616.0,0.0,30.0,94825.92,,94825.92,2025-05-31,,cash,,31592.45,segment_044,,1.0,center,0.2821,9.0,1.0,119.0,24.0,0.424878,1
105332,5332,employee,14002164.0,0.0,40.0,61574.12,approved_auto,61574.12,2025-10-24,college,refinance,office,55770.52,segment_070,150.26,1.0,north,0.2172,225.0,,,12.0,0.906882,0
101434,1434,employee,74239419.0,0.0,43.0,40250.67,approved_auto,40250.67,2025-12-04,,refinance,web,47382.3,segment_012,,1.0,north,,144.0,0.0,999.0,18.0,0.853597,0
107794,7794,employee,64832489.0,0.0,62.0,33682.45,manual_review_bad,33682.45,2025-06-06,bachelor,auto,,,segment_065,150.08,1.0,center,0.404,167.0,0.0,30.0,36.0,0.290047,0
105397,5397,employee,90470519.0,0.0,57.0,47678.14,manual_review_bad,47678.14,2025-11-19,college,refinance,mobile,58010.0,segment_061,630.87,1.0,center,0.2943,145.0,0.0,140.0,24.0,0.199988,1
108415,8415,employee,68694752.0,,47.0,35660.68,approved_auto,35660.68,2025-06-24,college,auto,mobile,94635.05,segment_022,417.85,1.0,ural,0.4343,112.0,0.0,,36.0,0.381115,0
107298,7298,contractor,55803268.0,0.0,28.0,27339.57,,,2025-10-27,college,card,mobile,82982.22,segment_101,,1.0,south,0.4181,8.0,2.0,,36.0,,0
106851,6851,employee,37882763.0,0.0,51.0,44593.92,approved_auto,,2025-03-15,school,cash,partner,111345.52,segment_090,,1.0,south,,128.0,,,36.0,0.834619,0
103160,3160,employee,56559001.0,0.0,54.0,44571.42,approved_auto,44571.42,2025-04-19,bachelor,,partner,48931.68,segment_014,376.4,1.0,south,0.147,163.0,1.0,1001.0,12.0,0.722502,0
106941,6941,employee,57073783.0,0.0,38.0,29159.58,approved_manual,29159.58,,school,cash,mobile,75309.74,segment_009,122.32,1.0,west,0.2429,70.0,0.0,1002.0,18.0,0.383087,0
100927,927,self_employed,94904979.0,,,30354.85,manual_review_bad,30354.85,2025-08-31,bachelor,cash,mobile,100707.71,segment_117,,1.0,north,,50.0,1.0,,12.0,0.849626,1
104952,4952,unemployed,65891363.0,0.0,63.0,19875.32,collections,19875.32,,school,cash,mobile,35201.53,segment_040,815.37,1.0,,0.3481,39.0,2.0,,24.0,0.780705,1
102471,2471,employee,74382899.0,0.0,22.0,112430.59,manual_review_bad,112430.59,2025-08-26,bachelor,,mobile,128351.53,segment_107,594.3,1.0,south,0.48,26.0,0.0,33.0,48.0,0.385521,1
100016,16,self_employed,29057459.0,0.0,,39835.29,manual_review_bad,39835.29,2025-03-16,,,web,182439.34,segment_109,698.15,1.0,east,0.2965,6.0,3.0,112.0,24.0,0.219214,1
100144,144,,20842154.0,0.0,56.0,24392.45,late_flag,24392.45,2025-03-21,,refinance,web,,segment_089,,1.0,ural,0.2538,332.0,2.0,,18.0,0.544448,0
107815,7815,unemployed,18440183.0,0.0,42.0,18303.16,vip,18303.16,2025-12-22,school,refinance,partner,,segment_037,669.31,1.0,north,0.2848,30.0,1.0,2.0,12.0,0.56209,1
102364,2364,self_employed,95714251.0,0.0,59.0,31142.18,approved_auto,31142.18,2025-01-23,college,auto,web,114072.96,segment_010,224.16,1.0,east,0.1461,112.0,1.0,90.0,6.0,0.057317,0
105263,5263,self_employed,37685887.0,0.0,35.0,18000.0,late_flag,18000.0,2025-03-28,school,card,,181119.12,segment_095,915.21,,center,0.2751,87.0,0.0,81.0,24.0,0.844956,1
107785,7785,self_employed,,,,32526.11,approved_auto,32526.11,2025-01-25,,card,,134584.43,segment_011,,1.0,east,0.2793,55.0,2.0,1000.0,,,0
101162,1162,unemployed,29280383.0,0.0,30.0,24742.27,late_flag,24742.27,2025-08-06,bachelor,cash,mobile,76506.5,segment_039,443.46,1.0,north,0.2156,11.0,1.0,30.0,9.0,0.368805,1
104722,4722,employee,46198662.0,0.0,42.0,19770.81,vip,19770.81,2025-06-27,bachelor,cash,mobile,26746.56,segment_039,590.42,1.0,north,0.4501,86.0,0.0,365.0,36.0,0.576169,1
103350,3350,self_employed,71371249.0,0.0,64.0,36185.93,manual_review_bad,36185.93,2025-01-10,school,pos,mobile,59097.83,segment_133,440.19,,,0.3818,,1.0,730.0,36.0,0.696732,0
104412,4412,employee,91210866.0,0.0,44.0,38959.36,late_flag,38959.36,,bachelor,card,web,85222.26,segment_017,633.53,1.0,center,0.48,40.0,3.0,5.0,48.0,0.624362,1
105387,5387,employee,83678501.0,0.0,43.0,18000.0,collections,18000.0,,college,refinance,office,154481.88,segment_070,853.53,1.0,ural,0.2119,60.0,1.0,75.0,12.0,0.219619,1
101205,1205,employee,63092805.0,0.0,37.0,36023.44,approved_manual,36023.44,2025-03-07,,cash,web,20000.0,segment_126,,1.0,north,0.2704,72.0,0.0,,,0.420994,0
106828,6828,employee,63321599.0,0.0,,20531.41,approved_auto,20531.41,2025-08-23,master,refinance,partner,62942.11,segment_071,379.73,1.0,center,0.3826,0.0,0.0,60.0,36.0,0.678649,0
101363,1363,employee,25626918.0,0.0,39.0,28348.55,,28348.55,2025-12-17,,cash,office,114837.27,segment_014,195.26,1.0,center,0.1685,107.0,2.0,,9.0,0.507247,0
104281,4281,self_employed,65933328.0,0.0,35.0,52187.29,approved_manual,52187.29,2025-09-30,master,pos,mobile,,,136.93,1.0,ural,0.2419,71.0,1.0,,24.0,0.459125,0
101213,1213,unemployed,51260306.0,0.0,62.0,20522.74,late_flag,20522.74,2025-07-03,master,cash,partner,115252.05,segment_091,951.3,1.0,,0.2454,80.0,1.0,21.0,12.0,0.775459,1
101877,1877,,32443771.0,0.0,44.0,45125.31,approved_auto,45125.31,2025-06-03,school,card,mobile,36767.44,segment_096,688.31,1.0,center,0.1897,92.0,0.0,,9.0,0.982131,0
107928,7928,employee,53944564.0,,64.0,43129.11,approved_auto,43129.11,2025-02-16,bachelor,card,office,54391.85,segment_136,407.04,1.0,south,0.2308,207.0,,,18.0,0.331705,0
107221,7221,employee,85462052.0,0.0,35.0,,manual_review_bad,49392.55,,college,card,mobile,41452.66,,,1.0,center,0.2585,,0.0,3.0,18.0,0.59312,1
107385,7385,employee,76191502.0,0.0,30.0,124432.16,late_flag,124432.16,2025-04-18,,refinance,partner,41215.17,segment_107,538.31,1.0,,0.3,47.0,0.0,,24.0,,1
107608,7608,employee,83760272.0,0.0,42.0,41405.43,manual_review_bad,41405.43,2025-03-20,school,cash,partner,63345.19,segment_005,494.28,1.0,,0.4024,42.0,1.0,138.0,36.0,0.184736,1
107966,7966,employee,33769442.0,0.0,48.0,116171.1,approved_auto,116171.1,2025-06-01,college,cash,call_center,198153.95,segment_046,262.21,1.0,center,0.2016,123.0,0.0,1000.0,12.0,0.806255,0
107400,7400,employee,95144396.0,0.0,38.0,43073.69,approved_auto,43073.69,2025-08-30,school,card,web,95515.35,segment_068,415.76,1.0,west,0.2286,40.0,0.0,1001.0,18.0,0.541097,0
101171,1171,business,,0.0,24.0,80839.45,approved_auto,80839.45,2025-12-12,bachelor,refinance,web,104550.68,segment_082,642.48,1.0,ural,0.4631,31.0,1.0,999.0,48.0,0.352093,0
100580,580,self_employed,40998424.0,0.0,27.0,,approved_auto,30589.72,2025-03-28,,card,web,105394.76,segment_042,158.33,1.0,,0.2756,25.0,2.0,999.0,18.0,0.403461,0
102183,2183,employee,58871537.0,0.0,30.0,45097.37,approved_auto,45097.37,,college,refinance,partner,24409.64,,,1.0,siberia,0.3275,67.0,3.0,1000.0,24.0,0.706723,0
104023,4023,employee,76412272.0,0.0,66.0,68829.37,,68829.37,2025-01-29,bachelor,,web,78296.12,segment_108,347.1,1.0,ural,0.278,418.0,0.0,999.0,24.0,,0
103625,3625,employee,67587132.0,0.0,30.0,38793.09,approved_auto,38793.09,2025-01-08,bachelor,pos,,44892.82,segment_115,,1.0,east,0.206,87.0,0.0,999.0,12.0,0.730755,0
103886,3886,employee,24620553.0,0.0,60.0,55162.03,approved_manual,55162.03,2025-10-27,bachelor,cash,office,64152.63,segment_084,,1.0,,0.214,334.0,1.0,999.0,12.0,0.084733,0
101834,1834,employee,80442736.0,0.0,,37827.8,approved_manual,37827.8,2025-10-03,school,card,office,63474.84,segment_030,386.42,1.0,,0.3725,137.0,1.0,1000.0,36.0,0.743208,0
106721,6721,,37144837.0,0.0,51.0,18000.0,approved_auto,18000.0,2025-04-05,bachelor,pos,mobile,97331.05,segment_012,585.2,1.0,east,,9.0,1.0,,,0.712479,0
101826,1826,employee,39352039.0,0.0,29.0,29395.34,,29395.34,,school,pos,partner,20000.0,segment_048,455.8,1.0,ural,,59.0,0.0,,6.0,0.130875,0
106463,6463,employee,66071410.0,0.0,40.0,27174.08,vip,,2025-05-10,master,cash,mobile,106931.14,segment_048,706.71,1.0,center,0.2077,147.0,0.0,123.0,12.0,0.265446,1
101860,1860,contractor,29919976.0,0.0,49.0,,approved_auto,31200.41,2025-01-18,college,pos,mobile,53009.71,segment_106,418.88,1.0,west,0.3042,60.0,0.0,999.0,24.0,0.50645,0
103743,3743,self_employed,11434950.0,0.0,,42128.43,,42128.43,2025-03-18,bachelor,cash,partner,47747.14,segment_080,174.31,1.0,north,0.1762,249.0,2.0,1000.0,12.0,,0
103616,3616,employee,99826947.0,0.0,47.0,37302.6,approved_auto,37302.6,2025-03-20,bachelor,pos,partner,54270.67,segment_146,215.68,1.0,ural,0.2109,91.0,0.0,180.0,18.0,0.689189,0
102686,2686,employee,85100404.0,0.0,44.0,35671.8,approved_auto,35671.8,2025-02-14,college,auto,mobile,94413.47,segment_025,,1.0,,0.3246,166.0,1.0,1000.0,24.0,0.557476,0
105126,5126,employee,77365687.0,0.0,24.0,33661.73,approved_auto,33661.73,2025-04-09,bachelor,card,mobile,77714.73,segment_092,,1.0,south,0.2106,0.0,4.0,730.0,18.0,0.135414,0
103750,3750,employee,46871427.0,0.0,53.0,18030.68,approved_auto,18030.68,2025-11-17,bachelor,cash,partner,21251.69,,133.81,1.0,center,0.3439,282.0,3.0,365.0,36.0,0.929091,0
104529,4529,employee,38351254.0,0.0,21.0,27521.17,manual_review_bad,27521.17,2025-08-26,college,refinance,web,78248.95,segment_019,,1.0,west,0.2901,20.0,0.0,,24.0,0.259793,1
103122,3122,employee,96641339.0,0.0,23.0,43408.24,,43408.24,2025-01-15,college,card,mobile,65453.71,,442.95,1.0,,0.2914,15.0,0.0,,24.0,0.917593,0
100388,388,self_employed,22141704.0,0.0,45.0,,late_flag,21302.26,2025-10-02,master,,partner,78251.57,segment_067,716.39,1.0,north,0.1609,72.0,2.0,106.0,9.0,0.375086,1
107140,7140,self_employed,56702845.0,0.0,38.0,90296.26,approved_auto,90296.26,2025-05-28,school,cash,,26375.14,,,1.0,north,0.1688,69.0,1.0,1000.0,9.0,0.09185,0
101033,1033,contractor,65460901.0,0.0,49.0,18354.41,approved_auto,18354.41,2025-08-07,bachelor,auto,office,28840.02,segment_008,302.91,1.0,south,0.2202,124.0,1.0,,12.0,0.693994,0
106315,6315,employee,74704322.0,0.0,46.0,101971.41,approved_auto,101971.41,2025-12-31,college,cash,web,76423.83,segment_073,,1.0,north,,67.0,,1000.0,24.0,0.906715,0
102489,2489,employee,80755589.0,0.0,27.0,45582.46,late_flag,45582.46,2025-06-09,master,pos,mobile,,segment_144,,1.0,east,0.1969,26.0,0.0,730.0,12.0,0.795087,0
102287,2287,business,71772916.0,0.0,,57529.1,,57529.1,2025-05-05,bachelor,cash,mobile,66218.83,segment_087,837.49,1.0,east,0.1111,0.0,1.0,1000.0,6.0,0.911664,0
103188,3188,,47816490.0,0.0,40.0,32173.52,approved_manual,32173.52,2025-09-08,master,pos,web,59463.93,segment_055,826.59,1.0,siberia,0.1908,94.0,2.0,180.0,9.0,0.059731,0
102630,2630,employee,98134150.0,0.0,28.0,30135.33,,,2025-10-27,bachelor,pos,partner,129006.96,segment_035,802.12,1.0,north,0.2049,46.0,3.0,,12.0,0.747995,1
103814,3814,business,99436815.0,0.0,24.0,47915.6,approved_auto,47915.6,2025-05-10,bachelor,pos,web,68146.97,segment_059,317.51,1.0,north,0.3581,16.0,0.0,,36.0,0.607238,0
106212,6212,self_employed,40104791.0,0.0,22.0,,,53809.24,2025-03-21,college,pos,web,36127.32,segment_089,731.64,1.0,north,,29.0,3.0,113.0,12.0,0.922427,1
103059,3059,employee,50820535.0,,53.0,54447.83,manual_review_bad,54447.83,2025-06-04,bachelor,card,web,136496.7,,641.37,1.0,ural,0.3587,360.0,0.0,,36.0,,0
104880,4880,business,61435908.0,0.0,65.0,25579.7,collections,25579.7,,school,pos,office,35633.35,segment_038,,1.0,west,0.4155,89.0,0.0,999.0,,,0
100932,932,employee,34572081.0,0.0,56.0,36814.28,approved_auto,,2025-02-01,college,pos,mobile,66454.83,segment_138,323.08,1.0,ural,0.2337,130.0,0.0,,18.0,0.210765,0
106587,6587,unemployed,31816923.0,0.0,64.0,18000.0,approved_manual,18000.0,2025-11-04,college,pos,web,108892.02,segment_052,,1.0,center,0.3524,47.0,0.0,12.0,24.0,0.577137,1
100692,692,contractor,46554924.0,0.0,54.0,28564.56,manual_review_bad,28564.56,2025-09-30,bachelor,cash,mobile,142783.17,segment_146,671.16,1.0,center,0.1642,124.0,0.0,106.0,12.0,0.252846,1
107763,7763,employee,35622117.0,0.0,62.0,54791.76,approved_auto,54791.76,2025-08-22,college,refinance,mobile,74754.69,segment_143,,1.0,south,0.2419,209.0,1.0,,24.0,0.068165,0
101892,1892,self_employed,47509279.0,,43.0,52204.77,approved_auto,52204.77,2025-07-01,bachelor,auto,mobile,30898.29,segment_032,271.74,1.0,siberia,0.2588,139.0,1.0,1000.0,18.0,0.191044,0
102269,2269,employee,48290411.0,0.0,45.0,32507.36,vip,32507.36,2025-09-17,bachelor,cash,mobile,112464.35,segment_104,186.2,1.0,ural,0.2774,176.0,1.0,730.0,18.0,0.445171,0
105367,5367,employee,43552437.0,0.0,45.0,51574.24,,51574.24,2025-05-13,bachelor,refinance,,54303.0,segment_112,380.81,1.0,south,0.1992,84.0,2.0,,12.0,0.445757,0
100830,830,employee,72382463.0,0.0,59.0,43585.69,approved_manual,43585.69,2025-05-31,bachelor,cash,web,38949.82,segment_034,928.51,,siberia,0.2663,338.0,2.0,,12.0,0.540105,1
105181,5181,contractor,,0.0,53.0,33590.22,approved_auto,33590.22,2025-09-01,college,pos,,53507.68,segment_085,410.6,1.0,,0.1187,93.0,1.0,,6.0,0.267231,0
107883,7883,employee,76518738.0,0.0,30.0,20841.42,approved_auto,20841.42,2025-02-01,college,card,web,85242.34,segment_135,,1.0,west,0.2573,,0.0,,18.0,0.577043,0
103686,3686,employee,,0.0,64.0,,,93099.42,2025-09-09,school,card,web,51982.61,segment_132,734.7,,west,0.2673,434.0,3.0,,18.0,0.125873,0
108493,8493,employee,59571866.0,0.0,50.0,23440.31,vip,23440.31,2025-06-30,bachelor,refinance,call_center,,segment_093,786.94,1.0,west,0.26,110.0,1.0,84.0,18.0,0.140865,1
100045,45,contractor,43644203.0,0.0,67.0,58683.52,approved_manual,58683.52,2025-11-03,college,cash,partner,37392.79,segment_035,,1.0,,0.2649,99.0,1.0,,18.0,,0
103102,3102,business,16081237.0,0.0,,45512.15,manual_review_bad,45512.15,2025-06-12,school,pos,web,58024.22,segment_008,751.16,1.0,north,0.2351,156.0,,136.0,18.0,0.214118,1
104231,4231,unemployed,79163845.0,0.0,47.0,18000.0,approved_auto,18000.0,2025-01-29,school,refinance,web,94661.29,segment_003,,1.0,center,0.268,17.0,1.0,1.0,12.0,0.751344,1
103013,3013,unemployed,93674960.0,0.0,45.0,18000.0,late_flag,18000.0,2025-11-25,bachelor,pos,web,76960.62,segment_141,,1.0,north,0.2945,30.0,1.0,60.0,12.0,0.12099,1
103455,3455,employee,,0.0,59.0,18000.0,collections,18000.0,2025-08-07,college,pos,mobile,60480.91,segment_104,861.4,1.0,west,0.1046,80.0,1.0,93.0,6.0,0.552697,1
103356,3356,,29365735.0,0.0,43.0,70048.06,,70048.06,2025-08-14,college,cash,mobile,206670.26,segment_128,,1.0,,0.3144,166.0,1.0,,24.0,0.749197,1
100224,224,employee,67050377.0,0.0,46.0,37588.37,collections,37588.37,2025-11-20,college,pos,mobile,72998.07,segment_014,,1.0,,,235.0,2.0,1000.0,36.0,0.933911,0
102966,2966,unemployed,83730483.0,0.0,35.0,18000.0,late_flag,18000.0,2025-05-02,bachelor,pos,mobile,36054.95,,180.69,1.0,north,0.3347,0.0,2.0,1002.0,24.0,0.482388,0
101188,1188,employee,37046386.0,0.0,46.0,18000.0,,,2025-10-14,school,pos,mobile,62737.81,segment_061,797.26,1.0,center,0.303,146.0,1.0,96.0,24.0,0.515786,1
107123,7123,self_employed,49425034.0,0.0,47.0,42216.48,,42216.48,,master,pos,office,45819.82,segment_101,155.51,1.0,north,,19.0,3.0,1000.0,18.0,0.17824,0
100838,838,business,67233169.0,0.0,50.0,51726.12,vip,51726.12,2025-01-04,school,refinance,partner,81119.07,segment_023,309.67,1.0,siberia,0.2096,191.0,1.0,,9.0,0.01325,0
103397,3397,employee,,0.0,31.0,26732.07,approved_manual,26732.07,2025-04-03,master,auto,partner,88742.18,segment_048,386.87,1.0,center,0.2509,79.0,1.0,1001.0,24.0,0.746182,0
101684,1684,employee,87747791.0,0.0,33.0,65602.63,manual_review_bad,65602.63,2025-09-10,bachelor,cash,web,56512.04,segment_067,311.84,1.0,center,0.1969,78.0,,365.0,18.0,0.025899,0
107524,7524,employee,41976512.0,0.0,21.0,18000.0,approved_manual,18000.0,2025-07-21,college,refinance,mobile,90546.01,segment_035,,1.0,siberia,0.4581,0.0,0.0,,48.0,0.118249,0
103060,3060,employee,41305652.0,0.0,42.0,34147.46,approved_manual,34147.46,2025-03-29,master,cash,mobile,79693.01,,,1.0,north,,93.0,2.0,1000.0,12.0,0.933488,0
107767,7767,unemployed,50485464.0,0.0,59.0,18000.0,approved_auto,18000.0,2025-03-10,master,card,partner,140717.76,segment_078,,1.0,west,0.48,42.0,0.0,1000.0,48.0,,0
106937,6937,employee,43356960.0,0.0,62.0,36421.71,approved_auto,36421.71,2025-07-02,college,card,mobile,107944.35,segment_024,,1.0,south,0.265,182.0,0.0,,18.0,0.53378,0
100064,64,self_employed,98657189.0,0.0,35.0,30579.25,approved_auto,30579.25,2025-07-11,master,cash,web,33947.63,segment_095,,1.0,center,0.3423,114.0,0.0,,36.0,,0
103093,3093,employee,13379542.0,0.0,34.0,,,28682.23,2025-05-12,bachelor,cash,,38361.83,segment_033,,1.0,north,0.2109,82.0,1.0,,18.0,0.079836,0
100618,618,business,29942217.0,0.0,47.0,62462.6,,62462.6,2025-12-30,bachelor,refinance,partner,51604.33,segment_128,,1.0,center,0.1544,39.0,,1000.0,9.0,,0
105016,5016,employee,50096249.0,0.0,41.0,44468.39,approved_auto,44468.39,2025-04-01,bachelor,auto,partner,58180.73,segment_090,163.38,1.0,east,0.3807,115.0,1.0,1000.0,36.0,0.507484,0
106362,6362,self_employed,73150805.0,0.0,37.0,44611.71,manual_review_bad,44611.71,2025-09-29,bachelor,cash,call_center,68079.41,segment_091,,1.0,south,0.1423,107.0,2.0,,6.0,0.975199,1
100228,228,contractor,62408564.0,0.0,41.0,18000.0,late_flag,18000.0,2025-11-25,school,cash,partner,60270.0,segment_038,589.04,1.0,center,0.2889,32.0,1.0,129.0,24.0,0.792946,1
105041,5041,employee,35486630.0,0.0,63.0,18000.0,,,2025-10-14,bachelor,cash,partner,50759.35,segment_104,,1.0,,0.4684,226.0,4.0,999.0,48.0,0.326221,0
106916,6916,self_employed,43787525.0,0.0,56.0,,approved_auto,34274.8,2025-12-16,college,card,web,107327.98,segment_110,588.52,1.0,west,0.2678,253.0,0.0,1001.0,24.0,0.097384,0
108056,8056,contractor,19888632.0,0.0,62.0,113346.34,late_flag,113346.34,2025-10-28,,cash,mobile,66231.15,segment_109,537.31,1.0,west,0.2077,156.0,3.0,120.0,18.0,0.879663,1
103196,3196,employee,93825699.0,0.0,33.0,,approved_auto,75887.1,2025-12-28,college,auto,partner,127760.19,segment_099,426.89,1.0,west,0.3786,62.0,0.0,730.0,,0.961202,0
107595,7595,,,0.0,30.0,67057.03,,67057.03,2025-11-09,master,auto,partner,,segment_059,361.74,1.0,,0.2407,88.0,1.0,999.0,18.0,0.8668,0
105340,5340,self_employed,64387788.0,0.0,45.0,,manual_review_bad,39604.3,2025-09-13,college,card,partner,64190.24,segment_116,171.22,,east,0.48,52.0,1.0,54.0,48.0,0.81583,1
104514,4514,,79950257.0,0.0,22.0,67590.21,manual_review_bad,67590.21,2025-02-17,college,refinance,web,32985.77,segment_024,809.79,1.0,west,,17.0,1.0,107.0,36.0,0.056158,1
100970,970,unemployed,,,50.0,18000.0,late_flag,,2025-06-24,college,refinance,office,,segment_010,,1.0,south,0.2757,21.0,3.0,,9.0,0.120587,1
101806,1806,employee,28551897.0,0.0,31.0,55378.22,approved_auto,,,bachelor,auto,web,200731.81,segment_139,375.93,1.0,east,0.3829,33.0,0.0,999.0,36.0,0.617404,0
102448,2448,self_employed,25530377.0,0.0,58.0,47634.31,,47634.31,2025-08-18,bachelor,cash,office,35701.59,segment_140,250.57,,ural,0.176,114.0,1.0,,9.0,0.746971,0
100926,926,employee,57059091.0,0.0,46.0,38136.45,approved_auto,,2025-12-15,bachelor,card,partner,72859.33,segment_090,,1.0,,0.1424,85.0,2.0,,9.0,0.376696,0
106789,6789,self_employed,,0.0,32.0,79496.67,collections,79496.67,2025-06-29,bachelor,cash,partner,36590.85,segment_087,733.42,1.0,center,0.3879,47.0,1.0,180.0,36.0,,0
105815,5815,business,44613867.0,0.0,26.0,36919.67,approved_auto,36919.67,2025-01-18,college,card,web,42739.92,segment_004,205.73,1.0,,0.2507,0.0,0.0,,18.0,0.591383,0
105194,5194,employee,60334004.0,0.0,32.0,28216.69,,28216.69,2025-05-30,bachelor,pos,,194104.27,segment_051,760.5,,center,0.2651,74.0,3.0,34.0,24.0,0.147312,1
108834,8834,employee,85584510.0,0.0,42.0,33949.54,approved_auto,33949.54,2025-04-05,,pos,mobile,97022.22,segment_036,479.51,1.0,east,0.3959,111.0,0.0,,36.0,0.086695,0
104533,4533,employee,77696746.0,0.0,39.0,63566.24,approved_auto,,,bachelor,card,,20000.0,segment_109,285.45,1.0,center,0.2335,121.0,,30.0,18.0,0.41006,0
102852,2852,employee,73128951.0,0.0,39.0,49594.45,approved_manual,49594.45,2025-10-07,master,refinance,mobile,73140.06,segment_022,467.41,1.0,center,0.2822,92.0,,180.0,24.0,0.583598,0
107294,7294,employee,38745874.0,0.0,54.0,45180.17,manual_review_bad,45180.17,2025-12-01,master,cash,call_center,,segment_142,695.24,1.0,,0.1816,78.0,0.0,101.0,12.0,0.465311,1
104170,4170,employee,78552005.0,0.0,42.0,37190.5,approved_auto,,2025-12-24,college,auto,,73609.97,segment_033,477.72,1.0,north,0.3817,130.0,0.0,1000.0,36.0,0.366677,0
101861,1861,self_employed,48861961.0,0.0,27.0,81357.52,,81357.52,2025-09-21,bachelor,refinance,office,53959.75,segment_139,252.75,1.0,center,0.2468,85.0,1.0,730.0,18.0,0.271346,0
105936,5936,business,19178324.0,0.0,32.0,35102.95,vip,,2025-10-24,college,refinance,mobile,124806.27,segment_132,316.73,1.0,west,0.2111,67.0,0.0,,12.0,0.940564,0
104809,4809,employee,31688899.0,0.0,47.0,60189.13,,60189.13,2025-07-28,college,pos,web,68332.87,segment_022,392.74,,west,0.3543,88.0,1.0,999.0,36.0,0.717596,0
